CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID
365,305747711201300365,201300365,2013-12-10,2013-12-10 20:00:00,2013-12-10 21:00:00,2013-12-10 20:00:00,12.85884,76.14602,Grievous Hurt reported at UNIT-KA-HASSAN-01,500055,100055,3,1,2,3,1,700019
366,105747711201300366,201300366,2013-02-12,2013-02-12 22:00:00,2013-02-12 23:00:00,2013-02-12 22:00:00,13.05048,76.10451,Other reported at UNIT-KA-HASSAN-01,500055,100055,2,1,1,1,1,700019
367,105747711201300367,201300367,2013-07-25,2013-07-25 18:00:00,2013-07-25 19:00:00,2013-07-25 18:00:00,12.8492,75.85465,Grievous Hurt reported at UNIT-KA-HASSAN-01,500055,100055,2,1,2,3,5,700019
368,105743850201300368,201300368,2013-10-16,2013-10-16 17:00:00,2013-10-16 18:00:00,2013-10-16 17:00:00,12.91182,76.3825,Other reported at UNIT-KA-HASSAN-03,500057,100057,2,1,1,1,4,700019
369,305740637201300369,201300369,2013-10-18,2013-10-18 03:00:00,2013-10-18 04:00:00,2013-10-18 03:00:00,12.88728,75.84539,Other reported at UNIT-KA-HASSAN-02,500056,100056,3,1,1,1,1,700019
370,405747711201300370,201300370,2013-02-17,2013-02-17 05:00:00,2013-02-17 06:00:00,2013-02-17 05:00:00,12.82593,76.51812,Other reported at UNIT-KA-HASSAN-01,500055,100055,1,1,1,1,1,700019
371,105743850201300371,201300371,2013-02-22,2013-02-22 09:00:00,2013-02-22 10:00:00,2013-02-22 09:00:00,13.00108,76.01421,Other reported at UNIT-KA-HASSAN-03,500057,100057,2,1,1,1,1,700019
372,105740637201300372,201300372,2013-12-05,2013-12-05 18:00:00,2013-12-05 19:00:00,2013-12-05 18:00:00,12.89146,76.1071,Grievous Hurt reported at UNIT-KA-HASSAN-02,500056,100056,2,1,2,3,5,700019
373,105747711201300373,201300373,2013-11-18,2013-11-18 16:00:00,2013-11-18 17:00:00,2013-11-18 16:00:00,12.83194,76.19985,Other reported at UNIT-KA-HASSAN-01,500055,100055,2,1,1,1,1,700019
374,105743850201300374,201300374,2013-05-18,2013-05-18 17:00:00,2013-05-18 18:00:00,2013-05-18 17:00:00,12.94148,76.19324,Assault Women Modesty reported at UNIT-KA-HASSAN-03,500057,100057,2,1,5,9,1,700019
375,105740637201300375,201300375,2013-05-02,2013-05-02 17:00:00,2013-05-02 18:00:00,2013-05-02 17:00:00,13.15023,76.00877,Theft reported at UNIT-KA-HASSAN-02,500056,100056,2,1,3,4,2,700019
376,805740637201300376,201300376,2013-02-21,2013-02-21 19:00:00,2013-02-21 20:00:00,2013-02-21 19:00:00,13.17841,76.24477,Other reported at UNIT-KA-HASSAN-02,500056,100056,4,1,1,1,3,700019
377,405743850201300377,201300377,2013-07-23,2013-07-23 00:00:00,2013-07-23 01:00:00,2013-07-23 00:00:00,12.80733,76.08929,Other reported at UNIT-KA-HASSAN-03,500057,100057,1,1,1,1,3,700019
378,405747711201300378,201300378,2013-02-10,2013-02-10 20:00:00,2013-02-10 21:00:00,2013-02-10 20:00:00,12.91056,76.24786,Theft reported at UNIT-KA-HASSAN-01,500055,100055,1,1,3,4,1,700019
379,105740637201300379,201300379,2013-03-13,2013-03-13 21:00:00,2013-03-13 22:00:00,2013-03-13 21:00:00,12.90596,76.17937,Grievous Hurt reported at UNIT-KA-HASSAN-02,500056,100056,2,1,2,3,2,700019
380,105740637201300380,201300380,2013-08-22,2013-08-22 07:00:00,2013-08-22 08:00:00,2013-08-22 07:00:00,13.00174,76.04031,Grievous Hurt reported at UNIT-KA-HASSAN-02,500056,100056,2,1,2,3,2,700019
381,105810934201300381,201300381,2013-01-13,2013-01-13 09:00:00,2013-01-13 10:00:00,2013-01-13 09:00:00,13.028,78.2668,Other reported at UNIT-KA-KOLAR-03,500060,100060,2,1,1,1,2,700020
382,105814413201300382,201300382,2013-01-02,2013-01-02 09:00:00,2013-01-02 10:00:00,2013-01-02 09:00:00,13.0671,78.07229,Grievous Hurt reported at UNIT-KA-KOLAR-01,500058,100058,2,1,2,3,1,700020
383,405817643201300383,201300383,2013-06-24,2013-06-24 13:00:00,2013-06-24 14:00:00,2013-06-24 13:00:00,13.17765,77.99842,Other reported at UNIT-KA-KOLAR-02,500059,100059,1,1,1,1,2,700020
384,105810934201300384,201300384,2013-05-24,2013-05-24 17:00:00,2013-05-24 18:00:00,2013-05-24 17:00:00,12.87516,78.2352,Grievous Hurt reported at UNIT-KA-KOLAR-03,500060,100060,2,1,2,3,2,700020
385,105810934201300385,201300385,2013-12-07,2013-12-07 02:00:00,2013-12-07 03:00:00,2013-12-07 02:00:00,13.13292,78.03072,Other reported at UNIT-KA-KOLAR-03,500060,100060,2,1,1,1,5,700020
386,405810934201300386,201300386,2013-12-24,2013-12-24 15:00:00,2013-12-24 16:00:00,2013-12-24 15:00:00,13.00794,78.17016,Murder reported at UNIT-KA-KOLAR-03,500060,100060,1,2,2,13,1,700020
387,105814413201300387,201300387,2013-04-27,2013-04-27 18:00:00,2013-04-27 19:00:00,2013-04-27 18:00:00,13.1621,78.26853,Other reported at UNIT-KA-KOLAR-01,500058,100058,2,1,1,1,5,700020
388,105817643201300388,201300388,2013-01-18,2013-01-18 09:00:00,2013-01-18 10:00:00,2013-01-18 09:00:00,12.96523,77.9226,Other reported at UNIT-KA-KOLAR-02,500059,100059,2,1,1,1,3,700020
389,105817643201300389,201300389,2013-04-24,2013-04-24 08:00:00,2013-04-24 09:00:00,2013-04-24 08:00:00,13.11953,78.03976,Theft reported at UNIT-KA-KOLAR-02,500059,100059,2,1,3,4,4,700020
390,105817643201300390,201300390,2013-07-04,2013-07-04 21:00:00,2013-07-04 22:00:00,2013-07-04 21:00:00,13.12833,78.10569,Theft reported at UNIT-KA-KOLAR-02,500059,100059,2,1,3,4,5,700020
391,305814413201300391,201300391,2013-02-18,2013-02-18 22:00:00,2013-02-18 23:00:00,2013-02-18 22:00:00,13.12965,78.04663,Other reported at UNIT-KA-KOLAR-01,500058,100058,3,1,1,1,5,700020
392,105814413201300392,201300392,2013-01-04,2013-01-04 00:00:00,2013-01-04 01:00:00,2013-01-04 00:00:00,13.07078,78.1709,Other reported at UNIT-KA-KOLAR-01,500058,100058,2,1,1,1,4,700020
393,105814413201300393,201300393,2013-04-04,2013-04-04 23:00:00,2013-04-04 23:00:00,2013-04-04 23:00:00,13.26766,78.15634,Other reported at UNIT-KA-KOLAR-01,500058,100058,2,1,1,1,1,700020
394,105810934201300394,201300394,2013-10-27,2013-10-27 18:00:00,2013-10-27 19:00:00,2013-10-27 18:00:00,13.06707,78.50927,Other reported at UNIT-KA-KOLAR-03,500060,100060,2,1,1,1,1,700020
395,105814413201300395,201300395,2013-07-24,2013-07-24 07:00:00,2013-07-24 08:00:00,2013-07-24 07:00:00,13.12991,78.26007,Other reported at UNIT-KA-KOLAR-01,500058,100058,2,1,1,1,3,700020
396,105810934201300396,201300396,2013-07-03,2013-07-03 20:00:00,2013-07-03 21:00:00,2013-07-03 20:00:00,12.99603,78.10993,Other reported at UNIT-KA-KOLAR-03,500060,100060,2,1,1,1,2,700020
397,305817643201300397,201300397,2013-09-14,2013-09-14 15:00:00,2013-09-14 16:00:00,2013-09-14 15:00:00,13.15645,78.4913,Other reported at UNIT-KA-KOLAR-02,500059,100059,3,1,1,1,1,700020
398,105814413201300398,201300398,2013-07-05,2013-07-05 00:00:00,2013-07-05 01:00:00,2013-07-05 00:00:00,13.15974,78.01212,Grievous Hurt reported at UNIT-KA-KOLAR-01,500058,100058,2,1,2,3,1,700020
399,305810934201300399,201300399,2013-07-27,2013-07-27 08:00:00,2013-07-27 09:00:00,2013-07-27 08:00:00,12.79692,78.37128,Attempt Murder reported at UNIT-KA-KOLAR-03,500060,100060,3,2,2,12,2,700020
400,405810934201300400,201300400,2013-06-21,2013-06-21 15:00:00,2013-06-21 16:00:00,2013-06-21 15:00:00,12.95394,77.95823,Other reported at UNIT-KA-KOLAR-03,500060,100060,1,1,1,1,1,700020
401,105836293201300401,201300401,2013-09-25,2013-09-25 17:00:00,2013-09-25 18:00:00,2013-09-25 17:00:00,13.04477,77.85091,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,1,700021
402,105837134201300402,201300402,2013-01-05,2013-01-05 06:00:00,2013-01-05 07:00:00,2013-01-05 06:00:00,13.21136,77.47828,Theft reported at UNIT-KA-BENGALURU-RURAL-02,500062,100062,2,1,3,4,4,700021
403,305837134201300403,201300403,2013-05-25,2013-05-25 23:00:00,2013-05-25 23:00:00,2013-05-25 23:00:00,13.36297,77.45298,Theft reported at UNIT-KA-BENGALURU-RURAL-02,500062,100062,3,1,3,4,1,700021
404,105836293201300404,201300404,2013-01-24,2013-01-24 23:00:00,2013-01-24 23:00:00,2013-01-24 23:00:00,13.25988,77.3751,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,2,700021
405,105837134201300405,201300405,2013-06-03,2013-06-03 09:00:00,2013-06-03 10:00:00,2013-06-03 09:00:00,12.97685,78.10522,Other reported at UNIT-KA-BENGALURU-RURAL-02,500062,100062,2,1,1,1,2,700021
406,805838824201300406,201300406,2013-01-25,2013-01-25 02:00:00,2013-01-25 03:00:00,2013-01-25 02:00:00,13.1459,77.49924,Other reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,4,1,1,1,2,700021
407,305838824201300407,201300407,2013-07-16,2013-07-16 09:00:00,2013-07-16 10:00:00,2013-07-16 09:00:00,12.95568,77.65276,Arson reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,3,1,3,14,1,700021
408,405836293201300408,201300408,2013-12-24,2013-12-24 19:00:00,2013-12-24 20:00:00,2013-12-24 19:00:00,13.16018,77.69879,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,1,1,1,1,2,700021
409,105838824201300409,201300409,2013-10-01,2013-10-01 23:00:00,2013-10-01 23:00:00,2013-10-01 23:00:00,13.09293,77.72603,Grievous Hurt reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,2,1,2,3,1,700021
410,105838824201300410,201300410,2013-07-10,2013-07-10 16:00:00,2013-07-10 17:00:00,2013-07-10 16:00:00,13.33475,77.41322,Grievous Hurt reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,2,1,2,3,2,700021
411,105838824201300411,201300411,2013-07-07,2013-07-07 18:00:00,2013-07-07 19:00:00,2013-07-07 18:00:00,13.22715,77.78891,Other reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,2,1,1,1,2,700021
412,405837134201300412,201300412,2013-07-22,2013-07-22 11:00:00,2013-07-22 12:00:00,2013-07-22 11:00:00,13.21549,77.95828,Riots reported at UNIT-KA-BENGALURU-RURAL-02,500062,100062,1,1,4,6,2,700021
413,805838824201300413,201300413,2013-06-17,2013-06-17 13:00:00,2013-06-17 14:00:00,2013-06-17 13:00:00,13.26036,77.71256,Other reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,4,1,1,1,5,700021
414,105836293201300414,201300414,2013-02-19,2013-02-19 18:00:00,2013-02-19 19:00:00,2013-02-19 18:00:00,13.00248,77.79273,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,1,700021
415,305837134201300415,201300415,2013-05-03,2013-05-03 18:00:00,2013-05-03 19:00:00,2013-05-03 18:00:00,13.4036,77.52594,Other reported at UNIT-KA-BENGALURU-RURAL-02,500062,100062,3,1,1,1,2,700021
416,105836293201300416,201300416,2013-06-21,2013-06-21 14:00:00,2013-06-21 15:00:00,2013-06-21 14:00:00,13.44123,77.45677,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,1,700021
417,105838824201300417,201300417,2013-06-04,2013-06-04 10:00:00,2013-06-04 11:00:00,2013-06-04 10:00:00,13.22874,77.59197,Attempt Murder reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,2,2,2,12,1,700021
418,105836293201300418,201300418,2013-04-09,2013-04-09 22:00:00,2013-04-09 23:00:00,2013-04-09 22:00:00,13.31077,77.83114,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,4,700021
419,105836293201300419,201300419,2013-08-06,2013-08-06 20:00:00,2013-08-06 21:00:00,2013-08-06 20:00:00,13.50691,77.3573,Other reported at UNIT-KA-BENGALURU-RURAL-03,500063,100063,2,1,1,1,1,700021
420,105838824201300420,201300420,2013-02-01,2013-02-01 19:00:00,2013-02-01 20:00:00,2013-02-01 19:00:00,13.18737,77.63679,Theft reported at UNIT-KA-BENGALURU-RURAL-01,500061,100061,2,1,3,4,1,700021
421,405752590201300421,201300421,2013-06-28,2013-06-28 06:00:00,2013-06-28 07:00:00,2013-06-28 06:00:00,12.7584,75.10472,Riots reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,1,1,4,6,1,700022
422,105754120201300422,201300422,2013-07-09,2013-07-09 20:00:00,2013-07-09 21:00:00,2013-07-09 20:00:00,12.7084,74.91762,Burglary reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,2,1,3,5,2,700022
423,105752752201300423,201300423,2013-12-03,2013-12-03 19:00:00,2013-12-03 20:00:00,2013-12-03 19:00:00,12.64049,75.50542,Other reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,1,1,1,1,700022
424,105752590201300424,201300424,2013-09-17,2013-09-17 20:00:00,2013-09-17 21:00:00,2013-09-17 20:00:00,12.9942,75.0528,Riots reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,2,1,4,6,1,700022
425,105754120201300425,201300425,2013-03-15,2013-03-15 18:00:00,2013-03-15 19:00:00,2013-03-15 18:00:00,13.01224,75.07726,Grievous Hurt reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,2,1,2,3,1,700022
426,105752752201300426,201300426,2013-01-15,2013-01-15 16:00:00,2013-01-15 17:00:00,2013-01-15 16:00:00,12.81353,75.33476,Riots reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,1,4,6,5,700022
427,105752752201300427,201300427,2013-09-04,2013-09-04 10:00:00,2013-09-04 11:00:00,2013-09-04 10:00:00,12.77105,75.58984,Robbery reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,1,2,15,5,700022
428,405754120201300428,201300428,2013-05-28,2013-05-28 15:00:00,2013-05-28 16:00:00,2013-05-28 15:00:00,12.92221,75.19751,Riots reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,1,1,4,6,1,700022
429,105752752201300429,201300429,2013-08-28,2013-08-28 17:00:00,2013-08-28 18:00:00,2013-08-28 17:00:00,12.825,75.33989,Attempt Murder reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,2,2,12,4,700022
430,105752752201300430,201300430,2013-08-01,2013-08-01 10:00:00,2013-08-01 11:00:00,2013-08-01 10:00:00,12.88737,75.14329,Other reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,1,1,1,1,700022
431,105752590201300431,201300431,2013-12-23,2013-12-23 10:00:00,2013-12-23 11:00:00,2013-12-23 10:00:00,12.97269,75.23767,Other reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,2,1,1,1,5,700022
432,105754120201300432,201300432,2013-10-04,2013-10-04 18:00:00,2013-10-04 19:00:00,2013-10-04 18:00:00,12.66269,75.33447,Grievous Hurt reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,2,1,2,3,3,700022
433,105752590201300433,201300433,2013-10-04,2013-10-04 10:00:00,2013-10-04 11:00:00,2013-10-04 10:00:00,12.95294,75.30774,Other reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,2,1,1,1,2,700022
434,405752752201300434,201300434,2013-08-12,2013-08-12 10:00:00,2013-08-12 11:00:00,2013-08-12 10:00:00,12.82573,75.50392,Assault Women Modesty reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,1,1,5,9,2,700022
435,105754120201300435,201300435,2013-03-13,2013-03-13 15:00:00,2013-03-13 16:00:00,2013-03-13 15:00:00,12.8851,74.96601,Grievous Hurt reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,2,1,2,3,1,700022
436,405752590201300436,201300436,2013-06-05,2013-06-05 17:00:00,2013-06-05 18:00:00,2013-06-05 17:00:00,12.57487,75.0265,Theft reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,1,1,3,4,4,700022
437,105752590201300437,201300437,2013-10-22,2013-10-22 07:00:00,2013-10-22 08:00:00,2013-10-22 07:00:00,12.57018,75.24562,Other reported at UNIT-KA-DAKSHINA-KANNADA-01,500064,100064,2,1,1,1,5,700022
438,105754120201300438,201300438,2013-02-01,2013-02-01 09:00:00,2013-02-01 10:00:00,2013-02-01 09:00:00,13.01233,75.53302,Murder reported at UNIT-KA-DAKSHINA-KANNADA-03,500066,100066,2,2,2,13,2,700022
439,405752752201300439,201300439,2013-11-15,2013-11-15 20:00:00,2013-11-15 21:00:00,2013-11-15 20:00:00,12.96439,75.09145,Riots reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,1,1,4,6,2,700022
440,105752752201300440,201300440,2013-07-13,2013-07-13 18:00:00,2013-07-13 19:00:00,2013-07-13 18:00:00,12.79917,75.19073,Burglary reported at UNIT-KA-DAKSHINA-KANNADA-02,500065,100065,2,1,3,5,2,700022
441,105725249201300441,201300441,2013-10-03,2013-10-03 17:00:00,2013-10-03 18:00:00,2013-10-03 17:00:00,13.05747,77.4604,Theft reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,3,4,1,700023
442,105726197201300442,201300442,2013-01-13,2013-01-13 16:00:00,2013-01-13 17:00:00,2013-01-13 16:00:00,12.94284,77.33348,Theft reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,2,1,3,4,2,700023
443,105727372201300443,201300443,2013-09-19,2013-09-19 14:00:00,2013-09-19 15:00:00,2013-09-19 14:00:00,13.19459,77.66066,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,4,700023
444,105727372201300444,201300444,2013-12-27,2013-12-27 15:00:00,2013-12-27 16:00:00,2013-12-27 15:00:00,12.69733,77.85708,Robbery reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,2,15,1,700023
445,805727372201300445,201300445,2013-09-07,2013-09-07 11:00:00,2013-09-07 12:00:00,2013-09-07 11:00:00,13.1029,77.75818,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,4,1,3,4,4,700023
446,105725249201300446,201300446,2013-01-08,2013-01-08 13:00:00,2013-01-08 14:00:00,2013-01-08 13:00:00,12.94662,77.67724,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,2,3,2,700023
447,105723426201300447,201300447,2013-09-15,2013-09-15 20:00:00,2013-09-15 21:00:00,2013-09-15 20:00:00,12.6922,77.69644,Other reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,1,1,5,700023
448,105725249201300448,201300448,2013-05-12,2013-05-12 01:00:00,2013-05-12 02:00:00,2013-05-12 01:00:00,12.90429,77.69967,Other reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,1,1,5,700023
449,405723426201300449,201300449,2013-09-11,2013-09-11 21:00:00,2013-09-11 22:00:00,2013-09-11 21:00:00,13.08361,77.52913,Dacoity reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,1,2,2,10,1,700023
450,105727372201300450,201300450,2013-12-09,2013-12-09 02:00:00,2013-12-09 03:00:00,2013-12-09 02:00:00,12.94707,77.57454,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,4,700023
451,405725249201300451,201300451,2013-07-10,2013-07-10 04:00:00,2013-07-10 05:00:00,2013-07-10 04:00:00,13.00712,77.69036,Cheating reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,1,1,6,8,4,700023
452,305723426201300452,201300452,2013-07-27,2013-07-27 22:00:00,2013-07-27 23:00:00,2013-07-27 22:00:00,12.71538,77.46278,Cheating reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,3,1,6,8,1,700023
453,105725249201300453,201300453,2013-04-27,2013-04-27 12:00:00,2013-04-27 13:00:00,2013-04-27 12:00:00,12.60519,77.41872,Theft reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,3,4,1,700023
454,105725249201300454,201300454,2013-04-19,2013-04-19 19:00:00,2013-04-19 20:00:00,2013-04-19 19:00:00,13.13956,77.16365,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,2,3,3,700023
455,105727372201300455,201300455,2013-08-01,2013-08-01 21:00:00,2013-08-01 22:00:00,2013-08-01 21:00:00,13.0018,77.72337,Other reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,1,1,5,700023
456,305726197201300456,201300456,2013-06-19,2013-06-19 12:00:00,2013-06-19 13:00:00,2013-06-19 12:00:00,12.85932,77.53076,Cheating reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,3,1,6,8,5,700023
457,305726197201300457,201300457,2013-01-19,2013-01-19 08:00:00,2013-01-19 09:00:00,2013-01-19 08:00:00,12.71883,77.44681,Theft reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,3,1,3,4,2,700023
458,105723426201300458,201300458,2013-03-02,2013-03-02 19:00:00,2013-03-02 20:00:00,2013-03-02 19:00:00,13.02055,77.33916,Theft reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,3,4,3,700023
459,105723426201300459,201300459,2013-02-08,2013-02-08 23:00:00,2013-02-08 23:00:00,2013-02-08 23:00:00,12.87435,77.50267,Other reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,1,1,1,700023
460,105727372201300460,201300460,2013-05-04,2013-05-04 20:00:00,2013-05-04 21:00:00,2013-05-04 20:00:00,12.84304,77.22815,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,1,700023
461,105723426201300461,201300461,2013-01-14,2013-01-14 21:00:00,2013-01-14 22:00:00,2013-01-14 21:00:00,13.12045,77.72653,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,2,3,2,700023
462,105727372201300462,201300462,2013-02-17,2013-02-17 18:00:00,2013-02-17 19:00:00,2013-02-17 18:00:00,13.08456,77.37089,Other reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,1,1,1,700023
463,105727372201300463,201300463,2013-11-16,2013-11-16 21:00:00,2013-11-16 22:00:00,2013-11-16 21:00:00,12.69336,77.59285,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,2,700023
464,105725249201300464,201300464,2013-08-27,2013-08-27 18:00:00,2013-08-27 19:00:00,2013-08-27 18:00:00,12.98108,77.4044,Theft reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,3,4,2,700023
465,105727372201300465,201300465,2013-01-10,2013-01-10 12:00:00,2013-01-10 13:00:00,2013-01-10 12:00:00,12.81147,77.61557,Dacoity reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,2,2,10,4,700023
466,105727372201300466,201300466,2013-09-13,2013-09-13 23:00:00,2013-09-13 23:00:00,2013-09-13 23:00:00,12.99203,77.48989,Cheating reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,6,8,4,700023
467,105727372201300467,201300467,2013-12-04,2013-12-04 01:00:00,2013-12-04 02:00:00,2013-12-04 01:00:00,12.97867,77.43517,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,2,700023
468,105725249201300468,201300468,2013-10-28,2013-10-28 09:00:00,2013-10-28 10:00:00,2013-10-28 09:00:00,12.86467,77.70985,Burglary reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,3,5,2,700023
469,105727372201300469,201300469,2013-08-24,2013-08-24 13:00:00,2013-08-24 14:00:00,2013-08-24 13:00:00,12.79728,77.67475,Cheating reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,6,8,2,700023
470,105727372201300470,201300470,2013-08-17,2013-08-17 13:00:00,2013-08-17 14:00:00,2013-08-17 13:00:00,12.88368,77.37505,Riots reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,4,6,1,700023
471,105727372201300471,201300471,2013-12-16,2013-12-16 12:00:00,2013-12-16 13:00:00,2013-12-16 12:00:00,12.60337,77.55034,Riots reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,4,6,3,700023
472,105725249201300472,201300472,2013-09-14,2013-09-14 08:00:00,2013-09-14 09:00:00,2013-09-14 08:00:00,12.81025,77.65832,Cbt reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,6,16,2,700023
473,305723426201300473,201300473,2013-04-11,2013-04-11 15:00:00,2013-04-11 16:00:00,2013-04-11 15:00:00,13.14758,77.46606,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,3,1,2,3,4,700023
474,105727372201300474,201300474,2013-01-07,2013-01-07 12:00:00,2013-01-07 13:00:00,2013-01-07 12:00:00,12.87293,77.87214,Theft reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,3,4,4,700023
475,105726197201300475,201300475,2013-09-19,2013-09-19 07:00:00,2013-09-19 08:00:00,2013-09-19 07:00:00,12.82207,77.45487,Theft reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,2,1,3,4,2,700023
476,105727372201300476,201300476,2013-01-11,2013-01-11 15:00:00,2013-01-11 16:00:00,2013-01-11 15:00:00,13.2924,77.7778,Other reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,1,1,1,700023
477,105727372201300477,201300477,2013-05-23,2013-05-23 22:00:00,2013-05-23 23:00:00,2013-05-23 22:00:00,13.02552,77.71315,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-02,500068,100068,2,1,2,3,2,700023
478,105723426201300478,201300478,2013-01-19,2013-01-19 16:00:00,2013-01-19 17:00:00,2013-01-19 16:00:00,12.89222,77.64508,Other reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,1,1,2,700023
479,305726197201300479,201300479,2013-01-20,2013-01-20 01:00:00,2013-01-20 02:00:00,2013-01-20 01:00:00,12.99121,77.52211,Other reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,3,1,1,1,5,700023
480,305723426201300480,201300480,2013-06-23,2013-06-23 20:00:00,2013-06-23 21:00:00,2013-06-23 20:00:00,13.14633,77.98849,Grievous Hurt reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,3,1,2,3,5,700023
481,105723426201300481,201300481,2013-12-17,2013-12-17 17:00:00,2013-12-17 18:00:00,2013-12-17 17:00:00,12.72727,77.70167,Burglary reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,2,1,3,5,4,700023
482,105726197201300482,201300482,2013-01-07,2013-01-07 19:00:00,2013-01-07 20:00:00,2013-01-07 19:00:00,12.80353,77.44354,Theft reported at UNIT-KA-BENGALURU-URBAN-01,500067,100067,2,1,3,4,4,700023
483,105725249201300483,201300483,2013-04-09,2013-04-09 10:00:00,2013-04-09 11:00:00,2013-04-09 10:00:00,12.99291,77.51226,Theft reported at UNIT-KA-BENGALURU-URBAN-04,500070,100070,2,1,3,4,1,700023
484,305723426201300484,201300484,2013-11-26,2013-11-26 18:00:00,2013-11-26 19:00:00,2013-11-26 18:00:00,12.88332,77.72113,Theft reported at UNIT-KA-BENGALURU-URBAN-03,500069,100069,3,1,3,4,3,700023
